"","DataThrough","Season","TeamName","Seed","ConfShort","Coach","Wins","Losses","AdjEM","RankAdjEM","Pythag","RankPythag","AdjOE","RankAdjOE","OE","RankOE","AdjDE","RankAdjDE","DE","RankDE","Tempo","RankTempo","AdjTempo","RankAdjTempo","Luck","RankLuck","SOS","RankSOS","SOSO","RankSOSO","SOSD","RankSOSD","NCSOS","RankNCSOS","Event","APL_Off","RankAPL_Off","APL_Def","RankAPL_Def","ConfAPL_Off","RankConfAPL_Off","ConfAPL_Def","RankConfAPL_Def"
"934","End of season",2024,"Penn",0,"Ivy","Steve Donahue",11,18,-4.0817,213,0.3961,207,109.256,117,107.116,136,113.338,324,112.475,332,66.1433,300,65.5083,303,-0.0706,329,1.2703,133,106.889,145,105.618,149,2.3621,119,NA,18.95,329,17.26,123,18.76,5,17.78,4
"935","End of season",2024,"UMKC",0,"Sum","Marvin Menzies",16,16,-4.0956,214,0.3879,215,101.254,265,103.235,223,105.35,156,104.565,167,67.062,265,66.6573,242,-0.0291,265,-3.6289,271,105.307,214,108.936,327,0.0681,196,NA,18.74,314,17.18,99,18.79,8,17.36,2
"936","End of season",2024,"Marist",0,"MAAC","John Dunne",18,13,-4.1487,215,0.3818,221,96.955,322,98.9318,297,101.104,83,94.8008,5,65.5403,326,64.8415,323,0.0011,181,-6.9808,339,101.128,342,108.109,281,-7.7556,356,NA,18.57,304,17.76,254,18.53,9,17.94,9
"937","End of season",2024,"Tennessee Martin",0,"OVC","Ryan Ridder",21,11,-4.1977,216,0.3907,213,106.589,168,107.464,126,110.786,268,105.484,194,73.1712,13,72.9695,7,0.0663,44,-6.2946,327,101.859,332,108.153,283,3.0261,104,NA,15.32,10,17.45,166,15.45,1,17.99,10
"938","End of season",2024,"UC Riverside",0,"BW","Mike Magpayo",16,18,-4.2103,217,0.3885,214,104.671,210,102.568,239,108.882,234,106.904,228,67.4215,252,67.1134,208,0.0208,133,-0.5726,183,105.172,228,105.744,156,3.7192,89,NA,19.12,338,16.58,20,19.15,10,16.24,1
"939","End of season",2024,"Georgia St.",0,"SB","Jonas Hayes",14,17,-4.3123,218,0.387,216,105.718,187,105.185,181,110.031,253,108.142,254,70.0835,85,68.0377,149,-0.0185,240,-1.0465,193,105.584,201,106.63,194,0.2259,187,NA,17.16,123,17.05,72,16.77,6,17.27,10
"940","End of season",2024,"Norfolk St.",0,"MEAC","Robert Jones",24,11,-4.4121,219,0.383,219,104.26,217,105.056,184,108.673,224,101.929,91,67.2194,258,66.3358,258,0.0869,21,-7.4523,344,100.505,352,107.957,271,2.1507,123,NA,17.95,235,17.73,246,17.58,5,17.56,5
"941","End of season",2024,"Stetson",16,"ASun","Donnie Jones",22,13,-4.5087,220,0.3864,217,109.826,106,110.279,70,114.334,341,113.347,344,66.7071,276,66.4627,252,0.1455,3,-2.863,245,105.719,193,108.582,308,4.5841,75,"NCAA",18.35,287,17.5,186,18.52,9,17.09,2
"942","End of season",2024,"South Alabama",0,"SB","Richie Riley",16,16,-4.553,221,0.3797,222,104.436,213,103.798,215,108.989,237,107.58,246,69.5863,107,68.3339,132,0.0432,80,-2.5283,235,104.824,246,107.352,233,-5.2575,316,NA,16.84,85,17.43,161,16.14,2,17.48,14
"943","End of season",2024,"Milwaukee",0,"Horz","Bart Lundy",20,15,-4.6003,222,0.3823,220,107.953,143,109.857,83,112.554,313,110.742,310,70.5162,67,70.2255,52,0.0669,41,-3.2441,254,105.178,226,108.422,298,1.2348,152,NA,15.97,29,18.23,328,15.87,2,18.11,10
"944","End of season",2024,"Montana St.",16,"BSky","Matt Logie",17,18,-4.6541,223,0.3762,224,103.538,225,105.18,182,108.192,215,106.163,211,69.1205,134,68.9514,97,-0.009,208,-3.5788,266,105.141,231,108.719,319,0.0789,195,"NCAA",17.55,185,17.38,150,17.37,5,17.41,3
"945","End of season",2024,"Pepperdine",0,"WCC","Lorenzo Romar",13,20,-4.6623,224,0.3789,223,106.137,176,105.479,171,110.799,269,109.902,294,68.5327,169,67.4268,189,-0.0872,347,0.5685,148,106.782,146,106.213,171,0.5653,171,NA,16.95,97,17.95,289,16.91,3,18.41,9
"946","End of season",2024,"Rider",0,"MAAC","Kevin Baggett",15,17,-4.6803,225,0.3747,225,102.819,242,102.133,245,107.499,201,104.006,150,68.5772,164,68.0682,146,-0.0176,236,-2.4783,232,103.369,295,105.848,160,8.9846,18,NA,17.41,166,17.66,227,17.35,4,17.82,7
"947","End of season",2024,"Iona",0,"MAAC","Tobin Anderson",16,17,-4.8577,226,0.3712,227,103.546,223,104.945,187,108.404,218,103.598,139,67.9996,211,67.0695,212,-0.0449,292,-5.1118,304,102.744,310,107.856,268,-0.5227,212,NA,17.5,180,17.7,238,17.1,3,18.05,10
"948","End of season",2024,"Radford",0,"BSth","Darris Nichols",16,17,-4.9377,227,0.3736,226,107.438,149,107.523,124,112.375,309,110.813,311,65.0953,340,63.5864,348,0.0176,142,-1.7226,213,105.554,204,107.276,227,0.1367,193,NA,19.82,355,16.92,51,19.74,9,17.49,4
"949","End of season",2024,"Harvard",0,"Ivy","Tommy Amaker",14,13,-4.9481,228,0.367,229,101.969,256,102.666,237,106.917,189,106.206,212,67.7425,223,67.5083,177,0.075,31,-0.5336,181,106.962,141,107.496,243,-2.081,256,NA,16.87,90,18.59,354,17.22,2,18.68,7
"950","End of season",2024,"Rice",0,"Amer","Scott Pera",11,21,-5.0932,229,0.3689,228,106.561,169,103.84,214,111.654,294,111.593,322,67.5802,235,65.9028,274,-0.0595,316,2.5968,117,107.651,119,105.054,129,-0.5108,211,NA,18.09,256,17.22,113,18.76,12,17.5,5
"951","End of season",2024,"Green Bay",0,"Horz","Sundance Wicks",18,14,-5.0972,230,0.3657,230,103.952,221,104.825,189,109.05,239,107.027,232,64.9162,341,63.7441,345,0.0697,38,-3.0471,246,105.325,213,108.372,295,1.9851,129,NA,19.58,348,17.33,144,19.78,11,17.31,5
"952","End of season",2024,"Maine",0,"AE","Chris Markwood",15,17,-5.2311,231,0.3538,236,97.2669,319,97.2733,318,102.498,102,99.5328,38,67.5604,236,65.5469,300,0.0028,175,-2.7361,239,104.196,272,106.932,213,-1.3258,234,NA,18.01,242,17.47,172,18.06,6,17.23,7
"953","End of season",2024,"Columbia",0,"Ivy","Jim Engles",13,14,-5.3938,232,0.3619,231,106.67,167,106.562,145,112.064,300,108.582,267,69.4073,117,68.5917,115,-0.0365,276,-2.6121,237,104.181,273,106.793,203,-7.4823,355,NA,16.9,95,17.6,205,17.22,3,17.94,6
"954","End of season",2024,"Cal St. Northridge",0,"BW","Andy Newman",19,15,-5.4123,233,0.3531,237,100.119,285,100.842,268,105.531,160,101.742,88,72.9858,16,72.6805,13,0.0506,63,-3.3745,259,103.838,283,107.213,225,-7.46,354,NA,15.17,7,17.8,260,15.25,1,17.9,8
"955","End of season",2024,"Nicholls St.",0,"Slnd","Tevon Saddler",20,14,-5.4316,234,0.3583,232,104.457,212,104.626,195,109.889,248,107.326,240,67.4371,248,66.2965,260,0.1006,14,-3.5604,265,103.832,285,107.393,237,9.6441,15,NA,17.66,198,17.71,241,17.75,7,17.74,7
"956","End of season",2024,"Cal St. Fullerton",0,"BW","Dedrique Taylor",14,18,-5.4513,235,0.352,241,100.057,289,98.5792,303,105.508,158,103.967,149,67.2869,256,66.4821,249,0.0191,137,0.0866,159,105.71,194,105.624,150,5.2973,58,NA,18.15,262,17.48,176,17.84,6,17.89,7
"957","End of season",2024,"North Dakota",0,"Sum","Paul Sather",18,14,-5.4822,236,0.3582,233,105.376,194,108.147,116,110.858,272,108.595,268,67.845,217,66.752,236,0.0252,120,-5.5718,318,104.699,251,110.271,362,-5.8525,333,NA,18.24,271,17.14,91,18.44,7,17.44,4
"958","End of season",2024,"Fresno St.",0,"MWC","Justin Hutson",12,21,-5.5328,237,0.3546,235,103.485,226,100.846,267,109.017,238,111.056,317,65.9175,310,65.6475,290,0.0022,177,5.215,95,109.364,92,104.149,101,-4.0461,295,NA,17.77,215,18.44,351,18.31,5,18.78,9
"959","End of season",2024,"Marshall",0,"SB","Dan D'Antoni",13,20,-5.55,238,0.3514,243,101.394,262,100.922,264,106.944,192,106.269,216,72.2562,24,70.5148,46,-0.0134,219,-0.245,173,106.578,154,106.823,208,1.9165,133,NA,15.77,23,17.32,139,16.28,3,17.45,13
"960","End of season",2024,"Bowling Green",0,"MAC","Todd Simon",20,14,-5.5665,239,0.3523,239,102.364,247,104.158,207,107.93,209,103.486,135,68.5834,163,67.7707,161,0.0476,69,-5.5624,317,102.999,300,108.561,305,-5.5038,326,NA,17.69,204,17.12,82,17.75,6,17.09,1
"961","End of season",2024,"North Florida",0,"ASun","Matthew Driscoll",16,16,-5.6107,240,0.3573,234,107.12,159,109.067,100,112.73,318,111.358,321,68.7676,153,67.1543,206,-0.0066,202,-3.6142,269,105.902,183,109.516,351,1.045,159,NA,18.01,241,16.93,53,18.5,7,17.31,6
"962","End of season",2024,"Florida Gulf Coast",0,"ASun","Pat Chambers",14,18,-5.6284,241,0.3521,240,103.325,232,105.608,169,108.953,236,109.195,277,65.5319,327,63.9129,342,-0.0542,306,-2.4879,234,106.775,147,109.262,340,4.751,72,NA,19,333,17.55,192,19.23,11,17.29,5
"963","End of season",2024,"Southern Utah",0,"WAC","Rob Jeter",10,21,-5.7336,242,0.3531,238,106.049,179,103.096,228,111.782,295,109.419,284,70.7627,59,69.628,72,-0.0761,334,0.8869,141,104.877,245,103.99,96,2.0632,126,NA,17.22,134,16.72,30,17.06,6,16.59,3
"964","End of season",2024,"Southern Miss",0,"SB","Jay Ladner",16,16,-5.7718,243,0.3459,245,101.313,263,101.04,262,107.085,195,105.427,191,69.2217,128,68.1014,143,0.0555,56,-0.8763,191,105.589,200,106.465,183,1.1811,155,NA,16.86,88,17.49,182,16.7,4,17.19,9
"965","End of season",2024,"Albany",0,"AE","Dwayne Killings",13,19,-5.8178,244,0.3501,244,105.298,196,104.457,200,111.116,280,106.215,214,74.333,6,73.1235,6,-0.0794,337,-3.3234,258,102.857,303,106.18,170,-3.2452,279,NA,16.11,32,16.3,9,16.06,4,16.07,1
"966","End of season",2024,"Austin Peay",0,"ASun","Corey Gipson",19,16,-5.9173,245,0.3515,242,108.188,142,109.617,90,114.105,336,111.753,326,65.5753,325,64.7652,326,0.0523,60,-3.3182,257,105.639,197,108.957,328,4.2909,77,NA,19.03,335,17.48,177,19.51,12,17.09,3
"967","End of season",2024,"New Hampshire",0,"AE","Nathan Davis",16,15,-5.947,246,0.3398,247,100.033,290,99.6241,285,105.98,172,102.858,114,72.9443,17,71.4862,25,0.0775,27,-2.4846,233,104.109,277,106.594,190,0.2425,185,NA,15.6,20,17.1,80,15.54,3,17.31,8
"968","End of season",2024,"Cal St. Bakersfield",0,"BW","Rod Barnes",13,19,-6.0477,247,0.3389,249,101.116,267,100.817,269,107.164,196,105.784,201,65.7488,318,64.8865,319,-0.0352,272,-1.3114,202,105.507,206,106.818,205,0.3976,179,NA,19.22,339,17.33,141,19.43,11,17.2,3
"969","End of season",2024,"San Jose St.",0,"MWC","Tim Miles",9,23,-6.1799,248,0.3424,246,105.825,185,102.543,241,112.005,298,113.306,342,65.9386,309,65.8423,278,-0.0383,282,5.0814,97,109.361,93,104.28,107,-4.0979,296,NA,18.25,274,18.02,303,18.5,7,17.9,4
"970","End of season",2024,"Mount St. Mary's",0,"MAAC","Dan Engelstad",13,19,-6.2509,249,0.336,251,102.455,246,103.471,218,108.706,228,102.302,101,69.3752,121,69.1511,89,-0.1184,361,-6.4187,330,101.317,341,107.736,261,-5.4443,323,NA,17.23,137,17.24,116,17.42,5,17.29,3
"971","End of season",2024,"Northeastern",0,"CAA","Bill Coen",12,20,-6.288,250,0.3392,248,105.314,195,105.576,170,111.602,292,110.189,297,65.8133,314,65.826,279,-0.0177,237,-1.2832,201,105.605,199,106.888,210,1.0461,158,NA,18.84,321,17.59,204,19.03,13,17.65,3
"972","End of season",2024,"Portland St.",0,"BSky","Jase Coburn",17,15,-6.3187,251,0.3302,254,99.6183,295,101.57,257,105.937,171,104.011,151,69.0464,138,69.4116,77,0.0326,107,-3.4976,264,105.336,212,108.833,322,-0.809,220,NA,16.74,80,17.92,282,16.72,3,17.77,4
"973","End of season",2024,"North Alabama",0,"ASun","Tony Pujol",15,17,-6.4054,252,0.337,250,105.711,188,107.548,123,112.116,301,110.702,308,68.5866,162,67.8889,155,0.0089,163,-3.2827,255,105.812,190,109.094,335,1.9746,130,NA,17.07,110,17.87,274,17.08,5,17.91,10
"974","End of season",2024,"North Carolina Central",0,"MEAC","LeVelle Moton",18,13,-6.6181,253,0.3311,253,104.955,203,106.024,161,111.573,291,104.59,170,67.1466,260,66.663,240,-0.0042,197,-8.1835,352,99.9876,356,108.171,285,0.2705,184,NA,17.44,169,18.1,312,17.38,3,18.14,8
"975","End of season",2024,"UTSA",0,"Amer","Steve Henson",11,21,-6.7302,254,0.3314,252,106.958,163,106.085,159,113.688,332,112.703,335,71.2088,49,70.5987,44,-6e-04,186,-0.0096,162,105.846,188,105.856,161,-7.1163,347,NA,16.68,76,17.01,64,17.07,6,16.93,3
"976","End of season",2024,"The Citadel",0,"SC","Ed Conroy",11,21,-6.9206,255,0.3214,255,103.077,238,102.995,231,109.997,252,108.571,266,66.3762,287,65.5682,299,-0.1112,358,-0.1519,169,106.475,162,106.627,193,-0.3418,205,NA,18.63,307,17.25,120,18.3,7,17.52,7
"977","End of season",2024,"San Diego",0,"WCC","Steve Lavin",18,15,-6.9752,256,0.3163,258,100.591,277,100.878,266,107.567,204,108.149,255,71.9589,33,71.1751,32,0.1469,2,-0.2469,174,107.151,137,107.398,238,-4.2597,301,NA,16.95,96,16.49,15,16.81,2,17.1,1
"978","End of season",2024,"Miami OH",0,"MAC","Travis Steele",15,17,-6.9805,257,0.3148,259,99.7617,294,101.034,263,106.742,184,104.115,153,67.7975,221,67.4636,184,-0.0162,229,-3.2047,251,104.088,278,107.293,229,0.7789,166,NA,17.77,214,17.63,217,17.82,7,18.17,8
"979","End of season",2024,"Idaho St.",0,"BSky","Ryan Looney",14,20,-7.0748,258,0.3184,256,103.408,230,105.332,175,110.483,259,108.567,265,64.5568,349,64.0722,340,-0.0536,305,-3.7772,273,105.14,232,108.918,326,-1.1371,230,NA,20.4,361,16.83,37,20.65,10,16.9,1
"980","End of season",2024,"Grambling St.",16,"SWAC","Donte Jackson",21,15,-7.0934,259,0.3127,261,100.095,287,97.746,313,107.188,197,103.869,145,66.1058,302,64.8313,324,0.139,5,-4.4196,291,101.861,331,106.281,173,14.9958,4,"NCAA",18.88,325,17.6,207,18.45,10,17.57,7
"981","End of season",2024,"Nebraska Omaha",0,"Sum","Chris Crutchfield",15,18,-7.172,260,0.317,257,103.913,222,106.235,151,111.085,278,109.377,281,67.5068,240,67.4425,187,-0.0558,309,-4.1654,283,105.388,209,109.554,352,-1.8806,252,NA,17.45,170,18.02,304,17.61,5,17.68,5
"982","End of season",2024,"Southern",0,"SWAC","Kevin Johnson",18,14,-7.3279,261,0.3025,266,97.2424,320,97.1302,321,104.57,143,100.251,50,69.4989,111,67.5206,175,0.068,39,-5.5227,316,101.762,335,107.285,228,14.7506,5,NA,17.31,151,17.2,108,17.78,7,17.61,8
"983","End of season",2024,"Central Connecticut",0,"NEC","Patrick Sellers",20,11,-7.4055,262,0.3071,263,101.029,270,103.78,216,108.434,219,100.67,62,67.4584,245,66.9782,219,0.0488,68,-10.1313,362,99.3557,362,109.487,349,-1.4768,243,NA,17.71,206,17.65,224,17.63,6,17.77,5
"984","End of season",2024,"Lehigh",0,"Pat","Brett Reed",14,18,-7.43,263,0.304,265,99.4749,297,100.56,275,106.905,187,101.632,84,69.5705,108,70.1211,54,-0.0734,332,-6.158,325,101.616,337,107.774,264,7.4192,28,NA,16.86,86,17.61,209,16.94,1,18.46,3
"985","End of season",2024,"Air Force",0,"MWC","Joe Scott",9,22,-7.4325,264,0.3144,260,105.931,181,103.451,219,113.363,327,113.982,346,63.4044,355,61.923,359,-0.0463,294,2.8335,114,107.98,108,105.146,132,-9.84,359,NA,20.48,362,17.17,95,21.06,11,17.65,3
"986","End of season",2024,"Kennesaw St.",0,"ASun","Antoine Pettway",15,16,-7.5748,265,0.3102,262,105.284,197,108.219,114,112.858,319,111.043,316,74.859,3,74.1372,4,0.0191,136,-4.2256,286,105.678,195,109.904,359,-0.4851,208,NA,14.08,1,18.01,301,14.35,1,18.38,12
"987","End of season",2024,"Ball St.",0,"MAC","Mike Lewis",15,16,-7.8537,266,0.3004,267,102.951,241,105.289,177,110.805,270,106.606,220,67.4976,241,66.9643,220,-0.0247,256,-6.3419,328,102.7,311,109.042,333,-5.6122,328,NA,17.49,178,17.86,271,17.25,5,18.06,7
"988","End of season",2024,"Texas Southern",0,"SWAC","Johnny Jones",16,17,-7.8543,267,0.2934,273,98.888,303,99.3774,292,106.742,185,102.28,100,69.1649,131,68.0926,144,0.019,138,-6.4491,332,101.909,329,108.358,292,11.6851,8,NA,17.99,240,16.67,25,17.82,8,16.77,3
"989","End of season",2024,"Denver",0,"Sum","Jeff Wulbrun",17,17,-7.9599,268,0.3059,264,107.801,144,110.253,71,115.761,351,114.13,348,70.5015,68,70.4541,47,0.0184,140,-3.5964,267,105.206,221,108.802,321,-1.6113,246,NA,16.79,82,17.24,118,16.64,1,17.24,1
"990","End of season",2024,"Queens",0,"ASun","Grant Leonard",14,19,-7.9837,269,0.2993,268,103.987,219,105.301,176,111.971,297,112.536,333,73.454,10,72.789,10,0.0373,93,-1.5688,207,107.058,138,108.627,313,5.2602,59,NA,15.43,15,17.08,77,15.31,2,17.13,4
"991","End of season",2024,"Western Illinois",0,"OVC","Chad Boudreau",21,12,-8.0329,270,0.2876,275,97.8634,314,99.503,288,105.896,168,101.336,78,65.9421,308,64.7656,325,0.1209,10,-7.26,343,102.137,321,109.397,346,1.4094,148,NA,19.27,342,17,62,19.59,10,17.41,4
"992","End of season",2024,"Presbyterian",0,"BSth","Quinton Ferrell",14,19,-8.0391,271,0.2967,269,103.145,237,104.502,198,111.184,282,108.247,256,68.4625,175,67.4548,185,-0.0313,267,-4.2868,289,104.315,265,108.602,311,-7.2209,350,NA,17.28,146,17.61,211,17.71,6,18.09,8
"993","End of season",2024,"Niagara",0,"MAAC","Greg Paulus",16,16,-8.1464,272,0.2946,270,103.264,235,104.173,206,111.41,286,105.751,198,67.6009,234,67.4212,190,0.0208,132,-6.2803,326,101.065,343,107.346,232,-3.9922,292,NA,18.32,281,17.19,102,18.15,7,16.99,2
"994","End of season",2024,"Jacksonville",0,"ASun","Jordan Mincy",16,17,-8.2818,273,0.2879,274,101.068,269,103.007,230,109.35,242,109.64,290,67.6103,232,65.6253,293,0.0428,83,-3.8641,276,106.349,167,110.213,361,0.1681,190,NA,18.53,300,16.87,43,18.87,10,17.36,7
"995","End of season",2024,"UMBC",0,"AE","Jim Ferry",11,21,-8.3357,274,0.2935,271,105.015,201,104.62,196,113.351,325,108.309,260,74.6659,4,73.1872,5,-0.079,336,-4.8521,299,101.907,330,106.759,201,-7.1242,348,NA,14.46,2,17.57,200,15.17,1,17.62,9
"996","End of season",2024,"Howard",16,"MEAC","Kenny Blakeney",18,17,-8.3832,275,0.2934,272,105.553,190,106.36,146,113.937,334,107.359,241,69.0139,141,67.8045,159,0.0108,156,-7.0167,340,100.605,349,107.622,253,-0.1304,202,"NCAA",17.92,231,16.74,32,18.11,7,16.84,2
"997","End of season",2024,"Bucknell",0,"Pat","John Griffin",14,19,-8.4561,276,0.2826,278,100.233,282,100.803,270,108.689,225,103.737,142,64.1487,351,64.9048,318,-0.0228,252,-5.9763,323,102.039,326,108.015,275,1.9235,132,NA,19.65,351,17.67,233,19.47,8,17.79,2
"998","End of season",2024,"Central Michigan",0,"MAC","Tony Barbee",18,14,-8.4616,277,0.2757,281,96.5503,328,96.9844,324,105.012,149,103.424,128,66.1632,299,65.1128,312,0.1482,1,-3.6185,270,104.207,271,107.826,267,3.0616,102,NA,18.44,292,17.74,249,18.71,11,18.19,9
"999","End of season",2024,"Canisius",0,"MAAC","Reggie Witherspoon",14,18,-8.5432,278,0.2806,279,100.147,284,100.689,271,108.69,226,105.443,192,68.0699,203,66.9426,224,0.0264,118,-3.0976,249,103.818,287,106.915,212,5.1904,63,NA,17.61,192,17.58,202,17.82,6,17.84,8
"1000","End of season",2024,"North Dakota St.",0,"Sum","Dave Richman",15,17,-8.5433,279,0.2874,276,103.981,220,105.767,166,112.524,311,112.592,334,65.9505,307,65.7314,284,0.0757,30,-1.7319,214,106.895,144,108.627,312,2.7165,113,NA,18.9,328,17.32,138,18.82,9,17.4,3
"1001","End of season",2024,"Georgia Southern",0,"SB","Charlie Henry",9,24,-8.6298,280,0.287,277,104.794,206,103.367,221,113.424,329,111.943,329,70.1652,80,69.01,93,-0.0481,297,-1.0825,196,105.364,211,106.446,180,-0.8789,222,NA,16.86,87,17.3,131,16.74,5,17.15,8
"1002","End of season",2024,"Utah Tech",0,"WAC","Jon Judkins",11,20,-8.8114,281,0.2744,283,99.8847,293,97.3634,317,108.696,227,106.95,229,71.7239,38,70.4446,48,0.0415,87,0.6741,145,105.267,215,104.593,118,0.4964,176,NA,16.48,59,16.81,36,16.16,1,16.91,5
"1003","End of season",2024,"Middle Tennessee",0,"CUSA","Nicholas McDevitt",14,19,-8.8213,282,0.2708,285,98.0668,311,94.7268,343,106.888,186,105.129,181,66.5181,278,65.6035,297,0.0725,33,0.4144,153,105.192,222,104.778,122,0.307,183,NA,18.15,261,17.93,284,17.81,4,17.84,8
"1004","End of season",2024,"Oral Roberts",0,"Sum","Russell Springmann",12,19,-8.8636,283,0.2797,280,103.369,231,104.636,194,112.232,304,111.847,328,68.4049,181,67.7366,162,0,183,-1.0428,192,106.696,152,107.738,263,6.9052,37,NA,17.08,112,17.93,286,16.83,2,17.79,6
"1005","End of season",2024,"Binghamton",0,"AE","Levell Sanders",15,15,-8.9844,284,0.2756,282,102.493,245,101.542,258,111.478,289,107.362,242,68.0898,201,66.3486,257,0.0701,37,-3.7777,274,102.757,308,106.534,187,-4.028,294,NA,17.93,232,17.07,74,18.57,8,16.82,4
"1006","End of season",2024,"FIU",0,"CUSA","Jeremy Ballard",11,22,-9.1017,285,0.2716,284,101.59,260,99.5036,287,110.691,263,107.738,251,71.3822,44,70.3179,50,-0.0095,211,-1.2697,199,104.239,268,105.508,144,-3.0058,272,NA,16.43,53,17.11,81,16.56,2,17.5,5
"1007","End of season",2024,"SIU Edwardsville",0,"OVC","Brian Barone",17,16,-9.6901,286,0.2591,287,101.288,264,103.174,224,110.978,273,105.505,195,67.2504,257,67.2118,200,0.0151,149,-6.8712,337,101.977,327,108.848,323,0.9032,164,NA,17.69,203,17.72,244,17.04,4,17.37,2
"1008","End of season",2024,"Old Dominion",0,"SB","Jeff Jones",7,25,-9.8908,287,0.2506,290,98.9879,302,98.8616,298,108.879,233,108.261,257,71.1637,50,70.095,55,-0.0864,345,-0.183,170,106.269,171,106.452,181,1.5842,141,NA,16.16,37,17.42,160,15.77,1,17.08,7
"1009","End of season",2024,"USC Upstate",0,"BSth","Dave Dickerson",10,20,-9.9544,288,0.2514,289,99.9983,291,100.228,278,109.953,250,109.594,288,67.4261,250,67.1919,203,0.0195,135,-0.7296,189,106.74,149,107.469,241,2.721,111,NA,17.63,193,17.94,287,17.43,3,18.22,9
"1010","End of season",2024,"Delaware St.",0,"MEAC","Stan Waterman",15,19,-9.9792,289,0.2424,297,95.7801,335,96.6045,325,105.759,166,100.695,63,69.6087,104,68.8933,101,-0.0099,213,-6.6097,335,101.974,328,108.583,309,-0.7885,218,NA,17.54,184,17.03,69,17.44,4,17.56,4
"1011","End of season",2024,"New Mexico St.",0,"CUSA","Jason Hooten",13,19,-9.9816,290,0.2496,292,99.3668,299,95.4164,334,109.348,241,109.383,282,68.0966,200,66.2599,263,0.0649,46,2.5309,122,106.177,175,103.647,91,6.6682,39,NA,18.34,286,17.09,79,18.53,9,17.97,9
"1012","End of season",2024,"Tennessee St.",0,"OVC","Penny Collins",18,15,-9.9953,291,0.2483,293,98.8745,304,101.337,260,108.87,232,104.104,152,68.9388,145,68.4836,127,0.0363,96,-6.9462,338,102.209,319,109.155,337,1.1968,153,NA,17.38,160,17.26,124,17.47,7,17.45,6
"1013","End of season",2024,"Wagner",16,"NEC","Donald Copeland",17,16,-9.9973,292,0.2432,296,96.3621,330,97.8093,311,106.359,177,100.861,69,62.6996,361,61.5516,361,0.043,82,-7.4718,346,100.792,348,108.264,287,-1.2171,232,"NCAA",20.22,358,17.86,270,20.37,9,17.84,6
"1014","End of season",2024,"Sacred Heart",0,"NEC","Anthony Latina",16,16,-10.0902,293,0.2527,288,102.076,253,103.859,212,112.166,303,104.168,158,70.1596,81,69.3171,79,-0.0276,262,-9.8265,360,99.6433,360,109.47,348,-4.2357,300,NA,16.82,84,17.31,136,16.86,3,17.67,4
"1015","End of season",2024,"Alcorn St.",0,"SWAC","Landon Bussie",14,18,-10.1462,294,0.2598,286,106.46,171,105.142,183,116.606,354,113.272,341,68.329,187,66.511,247,0.0538,57,-3.4751,263,103.033,299,106.508,186,15.116,3,NA,18.35,288,17.05,70,18.98,12,17.79,9
"1016","End of season",2024,"Chicago St.",0,"ind","Gerald Gillion",13,19,-10.1503,295,0.248,294,100.251,281,97.8826,310,110.401,258,107.615,247,66.3425,290,64.5886,331,0.0496,66,-1.0796,195,105.379,210,106.459,182,-1.3427,237,NA,18.08,251,17.75,252,0,1,0,1
"1017","End of season",2024,"American",0,"Pat","Duane Simpkins",16,16,-10.4,296,0.2496,291,103.541,224,106.303,149,113.941,335,106.857,227,62.915,359,62.8851,355,-0.0062,200,-9.5976,359,99.8135,358,109.411,347,-5.0142,314,NA,19.59,349,18.43,349,19.97,10,18.92,7
"1018","End of season",2024,"Boston University",0,"Pat","Joe Jones",16,17,-10.4703,297,0.2379,299,98.2624,309,99.0878,293,108.733,229,100.921,73,65.6953,320,65.8905,275,0.0076,168,-8.4333,353,99.7568,359,108.19,286,-2.4282,262,NA,18.09,255,18.3,337,18.14,3,19.06,8
"1019","End of season",2024,"Louisiana Monroe",0,"SB","Keith Richard",11,19,-10.6396,298,0.2383,298,100.081,288,97.9774,309,110.721,265,109.431,285,68.261,192,67.3352,194,0.0275,115,-0.6084,184,105.05,237,105.658,152,1.578,142,NA,18.41,291,16.79,35,18.42,14,16.64,3
"1020","End of season",2024,"Portland",0,"WCC","Shantay Legans",12,21,-10.6621,299,0.2446,295,103.473,227,101.95,250,114.135,337,116.225,357,68.2911,189,67.5758,172,0.0522,61,2.1369,128,107.828,112,105.691,153,0.0451,198,NA,17.31,152,17.64,222,17.72,6,17.55,4
"1021","End of season",2024,"Valparaiso",0,"MVC","Roger Powell",7,25,-10.7257,300,0.2371,300,100.296,280,97.1703,319,111.022,276,110.382,301,68.7274,154,68.0044,152,-0.0162,230,2.6564,115,107.323,128,104.667,120,-4.5005,307,NA,16.79,81,17.96,292,16.96,3,17.79,8
"1022","End of season",2024,"South Carolina St.",0,"MEAC","Erik Martin",14,18,-10.7913,301,0.2336,301,99.13,300,98.7564,300,109.921,249,105.93,205,70.0724,86,68.6726,111,0.0326,108,-4.7093,297,102.751,309,107.461,240,3.9708,83,NA,17.82,220,15.97,2,18.62,8,16.74,1
"1023","End of season",2024,"Le Moyne",0,"NEC","Nate Champion",15,17,-10.9426,302,0.2327,303,100.111,286,102.119,246,111.054,277,104.201,159,68.3518,186,67.3806,192,-0.0549,307,-8.7151,355,99.9142,357,108.629,314,-0.9734,224,NA,17.34,156,17.56,193,17.37,4,18.01,8
